word,count,disc_count,fw_count,estimate,leftover_prob
a_quarterly,1,0.3,2406,0.000124688,0.7
quarterly_rate,1,0.3,1,0.3,0.7
rate_of,1,0.3,7,0.042857143,0.7
of_percent,1,0.3,1984,0.00015121,0.7
percent_for,1,0.3,29,0.010344828,0.7
second_quarter,1,0.3,30,0.01,0.7
quarter_running,1,0.3,5,0.06,0.7
running_they,1,0.3,32,0.009375,0.7
they_face,1,0.3,340,0.000882353,0.7
real_threat,1,0.3,34,0.008823529,0.7
threat_broadband,1,0.3,6,0.05,0.7
broadband_speeds,1,0.3,2,0.15,0.7
speeds_are,1,0.3,3,0.1,0.7
now_swift,1,0.3,161,0.001863354,0.7
swift_enough,1,0.3,2,0.15,0.7
to_permit,1,0.3,2827,0.00010612,0.7
permit_internet,1,0.3,3,0.1,0.7
internet_phone,1,0.3,10,0.03,0.7
phone_service,1,0.3,21,0.014285714,0.7
service_from,1,0.3,17,0.017647059,0.7
from_companies,1,0.3,394,0.000761421,0.7
companies_such,1,0.3,17,0.017647059,0.7
as_vonage,1,0.3,492,0.000609756,0.7
vonage_companies,1,0.3,2,0.15,0.7
that_create,1,0.3,1112,0.000269784,0.7
create_movies,1,0.3,12,0.025,0.7
movies_and,1,0.3,9,0.033333333,0.7
and_tv,1,0.3,2430,0.000123457,0.7
tv_shows,1,0.3,19,0.015789474,0.7
shows_can,1,0.3,23,0.013043478,0.7
can_now,1,0.3,225,0.001333333,0.7
now_deliver,1,0.3,161,0.001863354,0.7
deliver_these,1,0.3,4,0.075,0.7
these_via,1,0.3,76,0.003947368,0.7
web_so,1,0.3,10,0.03,0.7
the_companies,1,0.3,4856,6.17792E-05,0.7
that_dominate,1,0.3,1112,0.000269784,0.7
dominate_the,1,0.3,1,0.3,0.7
the_broadband,1,0.3,4856,6.17792E-05,0.7
broadband_market,1,0.3,2,0.15,0.7
market_face,1,0.3,29,0.010344828,0.7
direct_threat,1,0.3,7,0.042857143,0.7
threat_to,1,0.3,6,0.05,0.7
their_core,1,0.3,204,0.001470588,0.7
core_businesses,1,0.3,3,0.1,0.7
motive_to,1,0.3,2,0.15,0.7
to_extract,1,0.3,2827,0.00010612,0.7
extract_a,1,0.3,1,0.3,0.7
a_toll,1,0.3,2406,0.000124688,0.7
toll_for,1,0.3,4,0.075,0.7
for_using,1,0.3,1092,0.000274725,0.7
the_fast,1,0.3,4856,6.17792E-05,0.7
fast_lane,1,0.3,17,0.017647059,0.7
lane_or,1,0.3,9,0.033333333,0.7
keep_competing,1,0.3,54,0.005555556,0.7
competing_companies,1,0.3,3,0.1,0.7
companies_like,1,0.3,17,0.017647059,0.7
like_vonage,1,0.3,245,0.00122449,0.7
vonage_in,1,0.3,2,0.15,0.7
slow_lane,1,0.3,10,0.03,0.7
lane_zinga,1,0.3,9,0.033333333,0.7
zinga_fraser,1,0.3,1,0.3,0.7
fraser_nu,1,0.3,1,0.3,0.7
nu_afam,1,0.3,1,0.3,0.7
afam_graduate,1,0.3,1,0.3,0.7
graduate_student,1,0.3,6,0.05,0.7
student_speaking,1,0.3,16,0.01875,0.7
speaking_on,1,0.3,8,0.0375,0.7
on_shirley,1,0.3,869,0.000345224,0.7
shirley_chisholm,1,0.3,1,0.3,0.7
chisholm_barbara,1,0.3,1,0.3,0.7
barbara_jordan,1,0.3,4,0.075,0.7
and_black,1,0.3,2430,0.000123457,0.7
black_collective,1,0.3,26,0.011538462,0.7
collective_political,1,0.3,1,0.3,0.7
political_trauma,1,0.3,16,0.01875,0.7
trauma_skyrim,1,0.3,2,0.15,0.7
skyrim_hands,1,0.3,6,0.05,0.7
hands_down,1,0.3,21,0.014285714,0.7
down_game,1,0.3,106,0.002830189,0.7
ten_season,1,0.3,9,0.033333333,0.7
season_thomas,1,0.3,50,0.006,0.7
thomas_usually,1,0.3,14,0.021428571,0.7
usually_guarded,1,0.3,16,0.01875,0.7
guarded_the,1,0.3,1,0.3,0.7
other_team's,1,0.3,136,0.002205882,0.7
team's_big,1,0.3,3,0.1,0.7
big_scorer,1,0.3,50,0.006,0.7
scorer_it,1,0.3,1,0.3,0.7
role_david,1,0.3,13,0.023076923,0.7
david_lighty,1,0.3,15,0.02,0.7
lighty_played,1,0.3,1,0.3,0.7
played_so,1,0.3,28,0.010714286,0.7
well_last,1,0.3,125,0.0024,0.7
year_northwestern's,1,0.3,125,0.0024,0.7
northwestern's_john,1,0.3,1,0.3,0.7
john_shurna,1,0.3,19,0.015789474,0.7
shurna_purdue's,1,0.3,1,0.3,0.7
purdue's_robbie,1,0.3,1,0.3,0.7
robbie_hummel,1,0.3,2,0.15,0.7
hummel_michigan,1,0.3,2,0.15,0.7
state's_draymond,1,0.3,5,0.06,0.7
draymond_green,1,0.3,1,0.3,0.7
green_there,1,0.3,18,0.016666667,0.7
were_no,1,0.3,198,0.001515152,0.7
no_easy,1,0.3,201,0.001492537,0.7
easy_outs,1,0.3,23,0.013043478,0.7
outs_thomas,1,0.3,3,0.1,0.7
thomas_acquitted,1,0.3,14,0.021428571,0.7
acquitted_himself,1,0.3,1,0.3,0.7
himself_well,1,0.3,13,0.023076923,0.7
well_special,1,0.3,125,0.0024,0.7
special_#sxsw,1,0.3,24,0.0125,0.7
#sxsw_uplifting,1,0.3,2,0.15,0.7
uplifting_documentary,1,0.3,2,0.15,0.7
documentary_awards,1,0.3,2,0.15,0.7
awards_go,1,0.3,6,0.05,0.7
to_charles,1,0.3,2827,0.00010612,0.7
charles_bradley,1,0.3,2,0.15,0.7
bradley_soul,1,0.3,1,0.3,0.7
and_beauty,1,0.3,2430,0.000123457,0.7
is_embarrassing,1,0.3,1138,0.00026362,0.7
embarrassing_late,1,0.3,2,0.15,0.7
late_friday,1,0.3,30,0.01,0.7
friday_night,1,0.3,36,0.008333333,0.7
angels_announced,1,0.3,3,0.1,0.7
announced_they,1,0.3,9,0.033333333,0.7
they_released,1,0.3,340,0.000882353,0.7
released_bobby,1,0.3,14,0.021428571,0.7
bobby_abreu,1,0.3,4,0.075,0.7
abreu_whom,1,0.3,1,0.3,0.7
indians_tried,1,0.3,4,0.075,0.7
to_acquire,1,0.3,2827,0.00010612,0.7
acquire_during,1,0.3,1,0.3,0.7
training_talking,1,0.3,12,0.025,0.7
to_makayla,1,0.3,2827,0.00010612,0.7
makayla_at,1,0.3,2,0.15,0.7
mall_makayla:hi,1,0.3,4,0.075,0.7
makayla:hi_matt,1,0.3,1,0.3,0.7
matt_matt:hi,1,0.3,6,0.05,0.7
matt:hi_makayla,1,0.3,1,0.3,0.7
makayla_walks,1,0.3,2,0.15,0.7
walks_by,1,0.3,4,0.075,0.7
by_samantha,1,0.3,290,0.001034483,0.7
samantha_condom,1,0.3,3,0.1,0.7
condom_fall,1,0.3,1,0.3,0.7
fall_out,1,0.3,18,0.016666667,0.7
her_pocket,1,0.3,216,0.001388889,0.7
pocket_matt,1,0.3,3,0.1,0.7
matt_o,1,0.3,6,0.05,0.7
o_lol,1,0.3,9,0.033333333,0.7
hate_boys,1,0.3,18,0.016666667,0.7
boys_all,1,0.3,22,0.013636364,0.7
all_boys,1,0.3,340,0.000882353,0.7
r_dicks,1,0.3,11,0.027272727,0.7
dicks_except,1,0.3,2,0.15,0.7
except_and,1,0.3,11,0.027272727,0.7
those_boys,1,0.3,88,0.003409091,0.7
r_not,1,0.3,11,0.027272727,0.7
not_dicks,1,0.3,455,0.000659341,0.7
dicks_i,1,0.3,2,0.15,0.7
love_them,1,0.3,146,0.002054795,0.7
them_boys,1,0.3,182,0.001648352,0.7
boys_u,1,0.3,22,0.013636364,0.7
u_hate,1,0.3,83,0.003614458,0.7
hate_ants,1,0.3,18,0.016666667,0.7
ants_so,1,0.3,1,0.3,0.7
u_like,1,0.3,83,0.003614458,0.7
like_basketball,1,0.3,245,0.00122449,0.7
basketball_so,1,0.3,7,0.042857143,0.7
to_sing,1,0.3,2827,0.00010612,0.7
sing_so,1,0.3,3,0.1,0.7
i_you,1,0.3,1571,0.000190961,0.7
people_smile,1,0.3,175,0.001714286,0.7
smile_so,1,0.3,12,0.025,0.7
i_let's,1,0.3,1571,0.000190961,0.7
let's_hook,1,0.3,24,0.0125,0.7
up_buy,1,0.3,301,0.000996678,0.7
buy_anything,1,0.3,28,0.010714286,0.7
anything_good,1,0.3,34,0.008823529,0.7
good_p,1,0.3,194,0.001546392,0.7
p_through,1,0.3,9,0.033333333,0.7
through_you,1,0.3,82,0.003658537,0.7
in_jacksonville,1,0.3,1587,0.000189036,0.7
jacksonville_beach,1,0.3,1,0.3,0.7
beach_tonight,1,0.3,15,0.02,0.7
tonight_follow,1,0.3,55,0.005454545,0.7
follow_throughyouworld,1,0.3,58,0.005172414,0.7
throughyouworld_and,1,0.3,1,0.3,0.7
come_check,1,0.3,83,0.003614458,0.7
test_malibu,1,0.3,9,0.033333333,0.7
malibu_eco,1,0.3,1,0.3,0.7
eco_impressed,1,0.3,2,0.15,0.7
impressed_with,1,0.3,3,0.1,0.7
its_exterior,1,0.3,198,0.001515152,0.7
exterior_styling,1,0.3,1,0.3,0.7
styling_the,1,0.3,1,0.3,0.7
the_eco,1,0.3,4856,6.17792E-05,0.7
eco_model,1,0.3,2,0.15,0.7
model_includes,1,0.3,11,0.027272727,0.7
includes_some,1,0.3,10,0.03,0.7
some_underneath,1,0.3,212,0.001415094,0.7
underneath_plastic,1,0.3,1,0.3,0.7
plastic_panels,1,0.3,7,0.042857143,0.7
panels_and,1,0.3,2,0.15,0.7
and_automatic,1,0.3,2430,0.000123457,0.7
automatic_moving,1,0.3,1,0.3,0.7
moving_shutters,1,0.3,13,0.023076923,0.7
shutters_behind,1,0.3,1,0.3,0.7
the_grille,1,0.3,4856,6.17792E-05,0.7
grille_to,1,0.3,1,0.3,0.7
help_smooth,1,0.3,61,0.004918033,0.7
smooth_airflow,1,0.3,4,0.075,0.7
airflow_and,1,0.3,1,0.3,0.7
and_boost,1,0.3,2430,0.000123457,0.7
boost_fuel,1,0.3,3,0.1,0.7
fuel_economy,1,0.3,5,0.06,0.7
economy_we,1,0.3,10,0.03,0.7
this_sketch,1,0.3,563,0.00053286,0.7
sketch_good,1,0.3,3,0.1,0.7
luck_dried,1,0.3,17,0.017647059,0.7
dried_mexican,1,0.3,3,0.1,0.7
mexican_oregano,1,0.3,5,0.06,0.7
oregano_is,1,0.3,2,0.15,0.7
in_mexican,1,0.3,1587,0.000189036,0.7
and_international,1,0.3,2430,0.000123457,0.7
international_markets,1,0.3,17,0.017647059,0.7
ethnic_aisles,1,0.3,3,0.1,0.7
aisles_of,1,0.3,1,0.3,0.7
some_supermarkets,1,0.3,212,0.001415094,0.7
supermarkets_kennedy,1,0.3,1,0.3,0.7
kennedy_highly,1,0.3,2,0.15,0.7
highly_recommends,1,0.3,7,0.042857143,0.7
recommends_it,1,0.3,2,0.15,0.7
this_recipe,1,0.3,563,0.00053286,0.7
recipe_over,1,0.3,6,0.05,0.7
over_regular,1,0.3,127,0.002362205,0.7
regular_commercial,1,0.3,14,0.021428571,0.7
commercial_oregano,1,0.3,5,0.06,0.7
oregano_banking,1,0.3,2,0.15,0.7
banking_analyst,1,0.3,2,0.15,0.7
analyst_gerard,1,0.3,2,0.15,0.7
gerard_cassidy,1,0.3,1,0.3,0.7
cassidy_of,1,0.3,4,0.075,0.7
of_rbc,1,0.3,1984,0.00015121,0.7
rbc_capital,1,0.3,1,0.3,0.7
capital_markets,1,0.3,4,0.075,0.7
markets_in,1,0.3,8,0.0375,0.7
in_maine,1,0.3,1587,0.000189036,0.7
maine_said,1,0.3,2,0.15,0.7
surprised_by,1,0.3,7,0.042857143,0.7
by_meyer's,1,0.3,290,0.001034483,0.7
meyer's_retirement,1,0.3,1,0.3,0.7
retirement_but,1,0.3,2,0.15,0.7
but_said,1,0.3,498,0.00060241,0.7
said_key,1,0.3,328,0.000914634,0.7
key_the,1,0.3,14,0.021428571,0.7
nation's_17th-largest,1,0.3,5,0.06,0.7
17th-largest_bank,1,0.3,1,0.3,0.7
bank_by,1,0.3,8,0.0375,0.7
by_deposits,1,0.3,290,0.001034483,0.7
deposits_is,1,0.3,1,0.3,0.7
in_good,1,0.3,1587,0.000189036,0.7
good_hands,1,0.3,194,0.001546392,0.7
hands_with,1,0.3,21,0.014285714,0.7
with_mooney,1,0.3,735,0.000408163,0.7
mooney_who,1,0.3,1,0.3,0.7
he_described,1,0.3,503,0.000596421,0.7
described_as,1,0.3,6,0.05,0.7
as_very,1,0.3,492,0.000609756,0.7
very_capable,1,0.3,93,0.003225806,0.7
capable_and,1,0.3,6,0.05,0.7
and_competent,1,0.3,2430,0.000123457,0.7
competent_leyland,1,0.3,1,0.3,0.7
leyland_was,1,0.3,3,0.1,0.7
tough_spot,1,0.3,11,0.027272727,0.7
spot_too,1,0.3,8,0.0375,0.7
too_smyly,1,0.3,126,0.002380952,0.7
smyly_surely,1,0.3,2,0.15,0.7
surely_would,1,0.3,1,0.3,0.7
few_runs,1,0.3,61,0.004918033,0.7
runs_if,1,0.3,11,0.027272727,0.7
leyland_pulled,1,0.3,3,0.1,0.7
pulled_smyly,1,0.3,7,0.042857143,0.7
smyly_early,1,0.3,2,0.15,0.7
early_he,1,0.3,29,0.010344828,0.7
could_sap,1,0.3,111,0.002702703,0.7
sap_the,1,0.3,1,0.3,0.7
confidence_now,1,0.3,9,0.033333333,0.7
leyland_left,1,0.3,3,0.1,0.7
him_get,1,0.3,116,0.002586207,0.7
get_shelled,1,0.3,202,0.001485149,0.7
shelled_that,1,0.3,1,0.3,0.7
would_kill,1,0.3,178,0.001685393,0.7
confidence_too,1,0.3,9,0.033333333,0.7
too_watching,1,0.3,126,0.002380952,0.7
watching_conan,1,0.3,33,0.009090909,0.7
conan_o'brien,1,0.3,2,0.15,0.7
o'brien_sams,1,0.3,1,0.3,0.7
sams_rating,1,0.3,1,0.3,0.7
rating_not,1,0.3,2,0.15,0.7
be_outdone,1,0.3,527,0.00056926,0.7
outdone_ryan,1,0.3,1,0.3,0.7
ryan_gave,1,0.3,2,0.15,0.7
gave_it,1,0.3,19,0.015789474,0.7
can_anybody,1,0.3,225,0.001333333,0.7
anybody_do,1,0.3,7,0.042857143,0.7
if_congress,1,0.3,280,0.001071429,0.7
congress_shirks,1,0.3,6,0.05,0.7
shirks_its,1,0.3,1,0.3,0.7
its_constitutional,1,0.3,198,0.001515152,0.7
constitutional_duty,1,0.3,2,0.15,0.7
duty_and,1,0.3,3,0.1,0.7
and_chooses,1,0.3,2430,0.000123457,0.7
chooses_not,1,0.3,1,0.3,0.7
honor_the,1,0.3,7,0.042857143,0.7
u.s_debt,1,0.3,29,0.010344828,0.7
debt_something,1,0.3,4,0.075,0.7
something_it,1,0.3,59,0.005084746,0.7
only_days,1,0.3,151,0.001986755,0.7
days_from,1,0.3,54,0.005555556,0.7
from_doing,1,0.3,394,0.000761421,0.7
doing_for,1,0.3,54,0.005555556,0.7
the_sex,1,0.3,4856,6.17792E-05,0.7
sex_scene,1,0.3,12,0.025,0.7
scene_in,1,0.3,6,0.05,0.7
the_1st,1,0.3,4856,6.17792E-05,0.7
1st_episode,1,0.3,7,0.042857143,0.7
girls_is,1,0.3,20,0.015,0.7
most_accurate,1,0.3,86,0.003488372,0.7
accurate_representation,1,0.3,1,0.3,0.7
representation_of,1,0.3,3,0.1,0.7
college_sex,1,0.3,27,0.011111111,0.7
sex_i've,1,0.3,12,0.025,0.7
seen_i'm,1,0.3,22,0.013636364,0.7
i'm_well,1,0.3,165,0.001818182,0.7
well_wzup,1,0.3,125,0.0024,0.7
wzup_ive,1,0.3,1,0.3,0.7
a_nanny,1,0.3,2406,0.000124688,0.7
nanny_for,1,0.3,2,0.15,0.7
years_just,1,0.3,105,0.002857143,0.7
your_nanny,1,0.3,346,0.000867052,0.7
nanny_and,1,0.3,2,0.15,0.7
faith_in,1,0.3,6,0.05,0.7
her_where,1,0.3,216,0.001388889,0.7
in_boston,1,0.3,1587,0.000189036,0.7
boston_are,1,0.3,5,0.06,0.7
from_i'm,1,0.3,394,0.000761421,0.7
from_belmont,1,0.3,394,0.000761421,0.7
belmont_small,1,0.3,1,0.3,0.7
small_world,1,0.3,38,0.007894737,0.7
power_plays,1,0.3,28,0.010714286,0.7
plays_look,1,0.3,2,0.15,0.7
look_even,1,0.3,73,0.004109589,0.7
worse_from,1,0.3,12,0.025,0.7
from_see,1,0.3,394,0.000761421,0.7
following_link,1,0.3,26,0.011538462,0.7
link_for,1,0.3,6,0.05,0.7
the_skaterscare.com,1,0.3,4856,6.17792E-05,0.7
skaterscare.com_website,1,0.3,1,0.3,0.7
website_which,1,0.3,15,0.02,0.7
which_tweet,1,0.3,149,0.002013423,0.7
tweet_as,1,0.3,15,0.02,0.7
favorite_san,1,0.3,19,0.015789474,0.7
diego_reporter,1,0.3,8,0.0375,0.7
reporter_i,1,0.3,3,0.1,0.7
various_cities,1,0.3,10,0.03,0.7
cities_and,1,0.3,5,0.06,0.7
good_tweets,1,0.3,194,0.001546392,0.7
tweets_sent,1,0.3,9,0.033333333,0.7
birthday_brush,1,0.3,24,0.0125,0.7
brush_a,1,0.3,4,0.075,0.7
a_contour,1,0.3,2406,0.000124688,0.7
contour_brush,1,0.3,1,0.3,0.7
brush_that,1,0.3,4,0.075,0.7
people_use,1,0.3,175,0.001714286,0.7
for_liquid,1,0.3,1092,0.000274725,0.7
liquid_foundation,1,0.3,4,0.075,0.7
foundation_provides,1,0.3,7,0.042857143,0.7
a_flawless,1,0.3,2406,0.000124688,0.7
flawless_airbrushed,1,0.3,2,0.15,0.7
airbrushed_finish,1,0.3,1,0.3,0.7
finish_i,1,0.3,8,0.0375,0.7
am_planning,1,0.3,97,0.003092784,0.7
planning_on,1,0.3,7,0.042857143,0.7
on_buying,1,0.3,869,0.000345224,0.7
buying_a,1,0.3,5,0.06,0.7
one_do,1,0.3,270,0.001111111,0.7
of_town,1,0.3,1984,0.00015121,0.7
town_every,1,0.3,19,0.015789474,0.7
it_rains,1,0.3,936,0.000320513,0.7
rains_just,1,0.3,1,0.3,0.7
just_wondering,1,0.3,290,0.001034483,0.7
wondering_#obama2012slogans,1,0.3,8,0.0375,0.7
#obama2012slogans_let's,1,0.3,1,0.3,0.7
let's_makes,1,0.3,24,0.0125,0.7
issues_major,1,0.3,23,0.013043478,0.7
major_so,1,0.3,15,0.02,0.7
so_people,1,0.3,387,0.000775194,0.7
people_won't,1,0.3,175,0.001714286,0.7
won't_think,1,0.3,22,0.013636364,0.7
job_i,1,0.3,53,0.005660377,0.7
economy_he,1,0.3,10,0.03,0.7
only_interested,1,0.3,151,0.001986755,0.7
in_women,1,0.3,1587,0.000189036,0.7
are_uninhibited,1,0.3,531,0.000564972,0.7
uninhibited_and,1,0.3,1,0.3,0.7
and_uncomplicated,1,0.3,2430,0.000123457,0.7
uncomplicated_bower,1,0.3,1,0.3,0.7
bower_said,1,0.3,1,0.3,0.7
not_interested,1,0.3,455,0.000659341,0.7
in_relationships,1,0.3,1587,0.000189036,0.7
relationships_he's,1,0.3,5,0.06,0.7
a_schoolboy,1,0.3,2406,0.000124688,0.7
schoolboy_some,1,0.3,1,0.3,0.7
some_finer,1,0.3,212,0.001415094,0.7
finer_points,1,0.3,1,0.3,0.7
points_of,1,0.3,16,0.01875,0.7
of_picker,1,0.3,1984,0.00015121,0.7
picker_etiquette,1,0.3,1,0.3,0.7
etiquette_don't,1,0.3,2,0.15,0.7
don't_talk,1,0.3,119,0.002521008,0.7
to_bulldozer,1,0.3,2827,0.00010612,0.7
bulldozer_drivers,1,0.3,2,0.15,0.7
drivers_everyone,1,0.3,5,0.06,0.7
and_scrounge,1,0.3,2430,0.000123457,0.7
scrounge_only,1,0.3,1,0.3,0.7
only_what's,1,0.3,151,0.001986755,0.7
need_water,1,0.3,111,0.002702703,0.7
water_whiny,1,0.3,22,0.013636364,0.7
whiny_passenger,1,0.3,1,0.3,0.7
passenger_on,1,0.3,2,0.15,0.7
on_njtransit,1,0.3,869,0.000345224,0.7
njtransit_driver,1,0.3,1,0.3,0.7
heat_down,1,0.3,10,0.03,0.7
down_bus,1,0.3,106,0.002830189,0.7
bus_driver,1,0.3,6,0.05,0.7
take_your,1,0.3,90,0.003333333,0.7
your_coat,1,0.3,346,0.000867052,0.7
coat_off,1,0.3,2,0.15,0.7
off_i'm,1,0.3,109,0.002752294,0.7
i'm_cold,1,0.3,165,0.001818182,0.7
cold_our,1,0.3,21,0.014285714,0.7
our_boiler,1,0.3,182,0.001648352,0.7
boiler_broke,1,0.3,1,0.3,0.7
broke_recently,1,0.3,3,0.1,0.7
recently_at,1,0.3,23,0.013043478,0.7
what_felt,1,0.3,304,0.000986842,0.7
the_coldest,1,0.3,4856,6.17792E-05,0.7
coldest_few,1,0.3,1,0.3,0.7
days_weve,1,0.3,54,0.005555556,0.7
winter_we,1,0.3,15,0.02,0.7
no_heating,1,0.3,201,0.001492537,0.7
heating_or,1,0.3,1,0.3,0.7
hot_water,1,0.3,22,0.013636364,0.7
water_it,1,0.3,22,0.013636364,0.7
probably_warmer,1,0.3,18,0.016666667,0.7
warmer_outside,1,0.3,1,0.3,0.7
outside_than,1,0.3,17,0.017647059,0.7
meet_keryn,1,0.3,26,0.011538462,0.7
keryn_and,1,0.3,1,0.3,0.7
other_friends,1,0.3,136,0.002205882,0.7
friends_at,1,0.3,51,0.005882353,0.7
beach_we,1,0.3,15,0.02,0.7
up_staying,1,0.3,301,0.000996678,0.7
staying_with,1,0.3,6,0.05,0.7
hot_bath,1,0.3,22,0.013636364,0.7
be_warm,1,0.3,527,0.00056926,0.7
warm_i,1,0.3,9,0.033333333,0.7
wasnt_prepared,1,0.3,5,0.06,0.7
prepared_for,1,0.3,6,0.05,0.7
no_nappies,1,0.3,201,0.001492537,0.7
nappies_or,1,0.3,2,0.15,0.7
or_clothes,1,0.3,294,0.001020408,0.7
clothes_for,1,0.3,7,0.042857143,0.7
you_ive,1,0.3,1035,0.000289855,0.7
been_wanting,1,0.3,161,0.001863354,0.7
of_nappies,1,0.3,1984,0.00015121,0.7
nappies_at,1,0.3,2,0.15,0.7
night_for,1,0.3,77,0.003896104,0.7
while_now,1,0.3,84,0.003571429,0.7
but_because,1,0.3,498,0.00060241,0.7
because_weve,1,0.3,127,0.002362205,0.7
you_sleeping,1,0.3,1035,0.000289855,0.7
sleeping_independently,1,0.3,8,0.0375,0.7
independently_i,1,0.3,2,0.15,0.7
didnt_feel,1,0.3,28,0.010714286,0.7
feel_it,1,0.3,67,0.004477612,0.7
was_right,1,0.3,638,0.000470219,0.7
many_expectations,1,0.3,98,0.003061224,0.7
expectations_charlie,1,0.3,7,0.042857143,0.7
sheen_i'm,1,0.3,3,0.1,0.7
i'm_winning,1,0.3,165,0.001818182,0.7
winning_yii,1,0.3,13,0.023076923,0.7
yii_it's,1,0.3,1,0.3,0.7
it's_ah,1,0.3,185,0.001621622,0.7
ah_hit,1,0.3,6,0.05,0.7
hit_#shoutout,1,0.3,34,0.008823529,0.7
#shoutout_my,1,0.3,1,0.3,0.7
nigga_thanks,1,0.3,5,0.06,0.7
thanks_sue,1,0.3,92,0.00326087,0.7
sue_rt,1,0.3,1,0.3,0.7
awesome_job,1,0.3,30,0.01,0.7
job_guys,1,0.3,53,0.005660377,0.7
hard_time,1,0.3,31,0.009677419,0.7
time_believing,1,0.3,212,0.001415094,0.7
believing_there's,1,0.3,3,0.1,0.7
one_around,1,0.3,270,0.001111111,0.7
the_intel,1,0.3,4856,6.17792E-05,0.7
intel_plant,1,0.3,1,0.3,0.7
plant_in,1,0.3,5,0.06,0.7
oregon_who,1,0.3,12,0.025,0.7
is_sick,1,0.3,1138,0.00026362,0.7
sick_said,1,0.3,7,0.042857143,0.7
said_marcy,1,0.3,328,0.000914634,0.7
marcy_brandenburg,1,0.3,1,0.3,0.7
brandenburg_a,1,0.3,1,0.3,0.7
new_mexico,1,0.3,184,0.001630435,0.7
mexico_real,1,0.3,3,0.1,0.7
estate_agent,1,0.3,10,0.03,0.7
agent_who,1,0.3,4,0.075,0.7
who_used,1,0.3,258,0.001162791,0.7
own_a,1,0.3,57,0.005263158,0.7
a_coffee,1,0.3,2406,0.000124688,0.7
coffee_shop,1,0.3,13,0.023076923,0.7
shop_near,1,0.3,14,0.021428571,0.7
near_fab,1,0.3,24,0.0125,0.7
fab_11x,1,0.3,3,0.1,0.7
11x_i,1,0.3,1,0.3,0.7
know_what's,1,0.3,143,0.002097902,0.7
them_omg,1,0.3,182,0.001648352,0.7
we_better,1,0.3,453,0.000662252,0.7
better_dance,1,0.3,51,0.005882353,0.7
dance_a,1,0.3,9,0.033333333,0.7
lot_haha,1,0.3,55,0.005454545,0.7
want_us,1,0.3,115,0.002608696,0.7
dance_all,1,0.3,9,0.033333333,0.7
all_mexican,1,0.3,340,0.000882353,0.7
and_stuff,1,0.3,2430,0.000123457,0.7
stuff_hahaha,1,0.3,24,0.0125,0.7
hahaha_well,1,0.3,9,0.033333333,0.7
well_says,1,0.3,125,0.0024,0.7
says_if,1,0.3,65,0.004615385,0.7
don't_care,1,0.3,119,0.002521008,0.7
care_about,1,0.3,21,0.014285714,0.7
answer_don't,1,0.3,10,0.03,0.7
don't_ask,1,0.3,119,0.002521008,0.7
ask_related,1,0.3,23,0.013043478,0.7
related_to,1,0.3,5,0.06,0.7
person's_actual,1,0.3,3,0.1,0.7
actual_life,1,0.3,10,0.03,0.7
life_good,1,0.3,97,0.003092784,0.7
council_agreed,1,0.3,12,0.025,0.7
not_renew,1,0.3,455,0.000659341,0.7
renew_an,1,0.3,1,0.3,0.7
an_extension,1,0.3,289,0.001038062,0.7
extension_on,1,0.3,4,0.075,0.7
occupiers_permit,1,0.3,3,0.1,0.7
permit_to,1,0.3,3,0.1,0.7
to_camp,1,0.3,2827,0.00010612,0.7
camp_overnight,1,0.3,6,0.05,0.7
overnight_in,1,0.3,4,0.075,0.7
the_downtown,1,0.3,4856,6.17792E-05,0.7
downtown_park,1,0.3,15,0.02,0.7
park_they,1,0.3,32,0.009375,0.7
occupiers_this,1,0.3,3,0.1,0.7
while_technically,1,0.3,84,0.003571429,0.7
technically_the,1,0.3,3,0.1,0.7
the_permit,1,0.3,4856,6.17792E-05,0.7
permit_ends,1,0.3,3,0.1,0.7
ends_at,1,0.3,6,0.05,0.7
p.m_tonight,1,0.3,35,0.008571429,0.7
tonight_occupiers,1,0.3,55,0.005454545,0.7
occupiers_will,1,0.3,3,0.1,0.7
given_until,1,0.3,19,0.015789474,0.7
until_saturday,1,0.3,42,0.007142857,0.7
clear_out,1,0.3,13,0.023076923,0.7
out_sebastian,1,0.3,282,0.00106383,0.7
sebastian_telfair,1,0.3,1,0.3,0.7
telfair_is,1,0.3,1,0.3,0.7
nba_their,1,0.3,5,0.06,0.7
their_coats,1,0.3,204,0.001470588,0.7
coats_called,1,0.3,4,0.075,0.7
called_teachers,1,0.3,34,0.008823529,0.7
teachers_by,1,0.3,7,0.042857143,0.7
first_names,1,0.3,117,0.002564103,0.7
names_and,1,0.3,8,0.0375,0.7
different_i'm,1,0.3,41,0.007317073,0.7
from_bufu,1,0.3,394,0.000761421,0.7
bufu_wisconsin,1,0.3,1,0.3,0.7
wisconsin_so,1,0.3,7,0.042857143,0.7
so_take,1,0.3,387,0.000775194,0.7
a_grain,1,0.3,2406,0.000124688,0.7
grain_of,1,0.3,2,0.15,0.7
of_salt,1,0.3,1984,0.00015121,0.7
salt_but,1,0.3,2,0.15,0.7
but_honestly,1,0.3,498,0.00060241,0.7
honestly_i,1,0.3,4,0.075,0.7
that_humidity,1,0.3,1112,0.000269784,0.7
humidity_awh,1,0.3,1,0.3,0.7
awh_true,1,0.3,2,0.15,0.7
true_do,1,0.3,23,0.013043478,0.7
turn_yours,1,0.3,20,0.015,0.7
