"word","p1","p1_estimate","p2","p2_estimate","p3","p3_estimate"
"disc","that's",0.3,"the",0.03347378,"to",0.01948731
"boals","said",0.3,"the",0.03356037,"to",0.01953772
"throws","with",0.3,"the",0.03369577,"to",0.01961654
"carwash","new",0.3,"the",0.03351272,"to",0.01950998
"kenilworth","public",0.3,"the",0.03346192,"to",0.0194804
"thriving","in",0.3,"the",0.03398278,"to",0.01978363
"niedermeier","a",0.3,"the",0.03426332,"to",0.01994695
"first-team","all-metro",0.3,"the",0.03345237,"to",0.01947484
"all-metro","selection",0.3,"the",0.03345401,"to",0.0194758
"maintains","a",0.3,"the",0.03426332,"to",0.01994695
"broadneck","in",0.3,"the",0.03398278,"to",0.01978363
"enrolling","at",0.3,"the",0.03365107,"to",0.01959052
"sexercise","partners",0.3,"the",0.03345335,"to",0.01947542
"calvin","robinson",0.3,"the",0.03345335,"to",0.01947542
"audit","found",0.3,"the",0.0334662,"to",0.0194829
"pocketing","a",0.3,"the",0.03426332,"to",0.01994695
"devise","to",0.3,"the",0.03440934,"and",0.01721884
"geocaching","intro",0.3,"the",0.03345237,"to",0.01947484
"intro","app",0.3,"the",0.03345632,"to",0.01947714
"spiced","chai",0.3,"the",0.03345237,"to",0.01947484
"chai","tea",0.3,"the",0.03345533,"to",0.01947657
"sized","sale",0.3,"the",0.03345632,"to",0.01947714
"attribute","for",0.3,"the",0.03381544,"to",0.01968621
"year-end","valuations",0.3,"the",0.0334527,"to",0.01947503
"beefeater","just",0.3,"the",0.03354778,"to",0.01953039
"fennelly","who",0.3,"the",0.03353719,"to",0.01952422
"balancing","test",0.3,"the",0.033455,"to",0.01947638
"plea","he",0.3,"the",0.03361845,"to",0.01957153
"pursued","the",0.3,"to",0.02045203,"and",0.01757992
"vigorously","the",0.3,"to",0.02045203,"and",0.01757992
"28-year","sentence",0.3,"the",0.03345368,"to",0.01947561
"dickinsons","poem",0.3,"the",0.03345237,"to",0.01947484
"poem","after",0.3,"the",0.03348796,"to",0.01949556
"solon","is",0.3,"the",0.03383092,"to",0.01969522
"indo-european","languages",0.3,"the",0.0334527,"to",0.01947503
"boiled","desert",0.3,"the",0.0334527,"to",0.01947503
"#triathon","shop",0.3,"the",0.03345665,"to",0.01947733
"#powercranks","are",0.3,"the",0.03362777,"to",0.01957695
"pierre","edmond",0.3,"the",0.0334527,"to",0.01947503
"piasecki","of",0.3,"the",0.03411819,"to",0.01986246
"10-meter","air",0.3,"the",0.03345829,"to",0.01947829
"artillery","barracks",0.3,"the",0.03345237,"to",0.01947484
"barracks","sergy",0.3,"the",0.03345237,"to",0.01947484
"sergy","rikhter",0.3,"the",0.03345237,"to",0.01947484
"rikhter","of",0.3,"the",0.03411819,"to",0.01986246
"medal","and",0.3,"the",0.03427161,"to",0.01995178
"illia","charheika",0.3,"the",0.03345237,"to",0.01947484
"charheika","of",0.3,"the",0.03411819,"to",0.01986246
"belarus","earned",0.3,"the",0.03345434,"to",0.01947599
"zhu","qinan",0.3,"the",0.03345237,"to",0.01947484
"qinan","of",0.3,"the",0.03411819,"to",0.01986246
"injured","officer",0.3,"the",0.033455,"to",0.01947638
"coountry","king",0.3,"the",0.033455,"to",0.01947638
"petition","by",0.3,"the",0.03354778,"to",0.01953039
"declared","dead",0.3,"the",0.03345698,"to",0.01947753
"pooed","i",0.3,"the",0.03397734,"to",0.01978047
"branson","during",0.3,"the",0.03346917,"to",0.01948462
"uncommon","for",0.3,"the",0.03381544,"to",0.01968621
"males","sexual",0.3,"the",0.03345401,"to",0.0194758
"erection","isnt",0.3,"the",0.03345434,"to",0.01947599
"attainable","i",0.3,"the",0.03397734,"to",0.01978047
"dime","piece",0.3,"the",0.03345566,"to",0.01947676
"grooming","stuff",0.3,"the",0.03345994,"to",0.01947925
"crepe","myrtles",0.3,"the",0.03345237,"to",0.01947484
"myrtles","digging",0.3,"the",0.03345335,"to",0.01947542
"pecan","tree",0.3,"the",0.033455,"to",0.01947638
"pruning","off",0.3,"the",0.03348796,"to",0.01949556
"tidying","up",0.3,"the",0.03355142,"to",0.01953251
"althea","a",0.3,"the",0.03426332,"to",0.01994695
"ginkgo","tree",0.3,"the",0.033455,"to",0.01947638
"lantana","i",0.3,"the",0.03397734,"to",0.01978047
"larkspur","seeds",0.3,"the",0.03345303,"to",0.01947523
"trombone","shorty",0.3,"the",0.0334527,"to",0.01947503
"guesting","in",0.3,"the",0.03398278,"to",0.01978363
"springsteen's","horn",0.3,"the",0.03345303,"to",0.01947523
"chamberlain","as",0.3,"the",0.0336148,"to",0.0195694
"eileen's","priest",0.3,"the",0.03345303,"to",0.01947523
"mcgrady","as",0.3,"the",0.0336148,"to",0.0195694
"likable","and",0.3,"the",0.03427161,"to",0.01995178
"uneven","and",0.3,"the",0.03427161,"to",0.01995178
"catholicism","gratingly",0.3,"the",0.03345237,"to",0.01947484
"gratingly","cliche",0.3,"the",0.03345237,"to",0.01947484
"cliche","the",0.3,"to",0.02045203,"and",0.01757992
"small-budget","film",0.3,"the",0.03345731,"to",0.01947772
"hallmark","channel",0.3,"the",0.03345467,"to",0.01947618
"motorhead","hangover",0.3,"the",0.03345237,"to",0.01947484
"hangover","shawn",0.3,"the",0.0334527,"to",0.01947503
"dru","where",0.3,"the",0.03348466,"to",0.01949364
"rallied","to",0.3,"the",0.03440934,"and",0.01721884
"18-point","lead",0.3,"the",0.03345928,"to",0.01947887
"composure","ladies",0.3,"the",0.03345401,"to",0.0194758
"cries","more",0.3,"the",0.03353487,"to",0.01952287
"filopoulos","a",0.3,"the",0.03426332,"to",0.01994695
"14-acre","property",0.3,"the",0.03345434,"to",0.01947599
"citys","rebirth",0.3,"the",0.03345237,"to",0.01947484
"rebirth","thanks",0.3,"the",0.03348235,"to",0.0194923
"inimitable","librarian",0.3,"the",0.03345237,"to",0.01947484
"librarian","sara",0.3,"the",0.03345237,"to",0.01947484
"sara","for",0.3,"the",0.03381544,"to",0.01968621
"arranging","another",0.3,"the",0.03347345,"to",0.01948712
"stellar","author",0.3,"the",0.03345665,"to",0.01947733
"riches","at",0.3,"the",0.03365107,"to",0.01959052
"lasalle","gets",0.3,"the",0.03345928,"to",0.01947887
"deflection","to",0.3,"the",0.03440934,"and",0.01721884
"exert","undue",0.3,"the",0.03345237,"to",0.01947484
"undue","political",0.3,"the",0.03345731,"to",0.01947772
"safeguards","to",0.3,"the",0.03440934,"and",0.01721884
"transparency","ethics",0.3,"the",0.03345303,"to",0.01947523
"restrict","conflicts",0.3,"the",0.0334527,"to",0.01947503
"rachel's","challenge",0.3,"the",0.03345764,"to",0.01947791
"grapple's","is",0.3,"the",0.03383092,"to",0.01969522
"southampton","solent",0.3,"the",0.03345237,"to",0.01947484
"solent","do",0.3,"the",0.03353223,"to",0.01952133
"qs","about",0.3,"the",0.03356799,"to",0.01954215
"careers","in",0.3,"the",0.03398278,"to",0.01978363
"convenient","and",0.3,"the",0.03427161,"to",0.01995178
"sandler","who",0.3,"the",0.03353719,"to",0.01952422
"wbal","radio",0.3,"the",0.03345797,"to",0.0194781
"half-century","i'm",0.3,"the",0.03350645,"to",0.01950633
"moods","where",0.3,"the",0.03348466,"to",0.01949364
"electronics","very",0.3,"the",0.03348268,"to",0.01949249
"nipping","at",0.3,"the",0.03365107,"to",0.01959052
"top-selling","minivan",0.3,"the",0.0334527,"to",0.01947503
"honda","odyssey",0.3,"the",0.03345237,"to",0.01947484
"odyssey","bandpage",0.3,"the",0.03345237,"to",0.01947484
"bandpage","is",0.3,"the",0.03383092,"to",0.01969522
"batcall","for",0.3,"the",0.03381544,"to",0.01968621
"mocktail","my",0.3,"the",0.03361646,"to",0.01957037
"seltzer","water",0.3,"the",0.03345928,"to",0.01947887
"cbo","suggests",0.3,"the",0.03345368,"to",0.01947561
"employer-provided","health",0.3,"the",0.03346258,"to",0.01948079
"obamacare","instead",0.3,"the",0.03345862,"to",0.01947848
"government-run","insurance",0.3,"the",0.03345566,"to",0.01947676
"exchanges","and",0.3,"the",0.03427161,"to",0.01995178
"dust-up","over",0.3,"the",0.0334939,"to",0.01949902
"contraceptives","is",0.3,"the",0.03383092,"to",0.01969522
"illustration","of",0.3,"the",0.03411819,"to",0.01986246
"contraceptive","mandate",0.3,"the",0.03345237,"to",0.01947484
"mandate","itself",0.3,"the",0.03345698,"to",0.01947753
"iceberg","as",0.3,"the",0.0336148,"to",0.0195694
"mandates","tell",0.3,"the",0.03346719,"to",0.01948347
"contains","benefits",0.3,"the",0.033455,"to",0.01947638
"consciences","his",0.3,"the",0.03355871,"to",0.01953675
"mate","senior",0.3,"the",0.03345599,"to",0.01947695
"connor","huff",0.3,"the",0.0334527,"to",0.01947503
"forwards","henry",0.3,"the",0.03345335,"to",0.01947542
"frye","points",0.3,"the",0.03345731,"to",0.01947772
"jasbik","to",0.3,"the",0.03440934,"and",0.01721884
"pathways","star",0.3,"the",0.03345797,"to",0.0194781
"hauled","in",0.3,"the",0.03398278,"to",0.01978363
"collegiate","won",0.3,"the",0.03345928,"to",0.01947887
"rueben","randle",0.3,"the",0.03345237,"to",0.01947484
"randle","wr",0.3,"the",0.03345237,"to",0.01947484
"wr","lsu",0.3,"the",0.03345303,"to",0.01947523
"intellectuals","solve",0.3,"the",0.0334527,"to",0.01947503
"geniuses","prevent",0.3,"the",0.03345434,"to",0.01947599
"scarring","is",0.3,"the",0.03383092,"to",0.01969522
"mae","hatter",0.3,"the",0.03345237,"to",0.01947484
"hatter","in",0.3,"the",0.03398278,"to",0.01978363
"dresses","up",0.3,"the",0.03355142,"to",0.01953251
"versatile","for",0.3,"the",0.03381544,"to",0.01968621
"foam","mounted",0.3,"the",0.03345335,"to",0.01947542
"patrice","sayre",0.3,"the",0.03345237,"to",0.01947484
"sayre","the",0.3,"to",0.02045203,"and",0.01757992
"abolishing","the",0.3,"to",0.02045203,"and",0.01757992
"tuition","drive",0.3,"the",0.03345698,"to",0.01947753
"enrollment","and",0.3,"the",0.03427161,"to",0.01995178
"indoor","playground",0.3,"the",0.0334527,"to",0.01947503
"beached","whale",0.3,"the",0.03345237,"to",0.01947484
"whale","only",0.3,"the",0.03350182,"to",0.01950363
"#stateofgeorgia","is",0.3,"the",0.03383092,"to",0.01969522
"dogmatic","and",0.3,"the",0.03427161,"to",0.01995178
"carpenter","holds",0.3,"the",0.03345303,"to",0.01947523
"inspection","his",0.3,"the",0.03355871,"to",0.01953675
"calluses","and",0.3,"the",0.03427161,"to",0.01995178
"complained","about",0.3,"the",0.03356799,"to",0.01954215
"teammate","skip",0.3,"the",0.0334527,"to",0.01947503
"schumaker","fh",0.3,"the",0.03345237,"to",0.01947484
"fh","that",0.3,"the",0.03382217,"to",0.01969013
"equipped","for",0.3,"the",0.03381544,"to",0.01968621
"newest","bldg",0.3,"the",0.03345237,"to",0.01947484
"bldg","i",0.3,"the",0.03397734,"to",0.01978047
"participating","in",0.3,"the",0.03398278,"to",0.01978363
"#pajamas","to",0.3,"the",0.03440934,"and",0.01721884
"#christian","husband",0.3,"the",0.033455,"to",0.01947638
"downloads","#atheist",0.3,"the",0.03345237,"to",0.01947484
"#atheist","audiobooks",0.3,"the",0.03345237,"to",0.01947484
"audiobooks","for",0.3,"the",0.03381544,"to",0.01968621
"cornell","you're",0.3,"the",0.0334718,"to",0.01948616
"undermines","the",0.3,"to",0.02045203,"and",0.01757992
"textbook","the",0.3,"to",0.02045203,"and",0.01757992
"revamping","the",0.3,"to",0.02045203,"and",0.01757992
"footwear","line",0.3,"the",0.0334606,"to",0.01947964
"disappointing","sales",0.3,"the",0.03345731,"to",0.01947772
"vietnam","of",0.3,"the",0.03411819,"to",0.01986246
"burned","their",0.3,"the",0.03351933,"to",0.01951383
"maxwell","house",0.3,"the",0.03346686,"to",0.01948328
"don","draper",0.3,"the",0.03345237,"to",0.01947484
"draper","i",0.3,"the",0.03397734,"to",0.01978047
"alfredsons","new",0.3,"the",0.03351272,"to",0.01950998
"tinker","tailor",0.3,"the",0.03345237,"to",0.01947484
"tailor","soldier",0.3,"the",0.03345237,"to",0.01947484
"soldier","spy",0.3,"the",0.03345237,"to",0.01947484
"spy","that",0.3,"the",0.03382217,"to",0.01969013
"le","carres",0.3,"the",0.03345237,"to",0.01947484
"carres","novel",0.3,"the",0.03345731,"to",0.01947772
"meticulously","plotted",0.3,"the",0.03345237,"to",0.01947484
"plotted","densely",0.3,"the",0.03345237,"to",0.01947484
"densely","realistic",0.3,"the",0.03345335,"to",0.01947542
"malady","than",0.3,"the",0.03350083,"to",0.01950306
"shrift","if",0.3,"the",0.03354447,"to",0.01952846
"culprits","apart",0.3,"the",0.03345401,"to",0.0194758
"mole","great",0.3,"the",0.03348697,"to",0.01949499
"www.worldtalkradio.com","variety",0.3,"the",0.03345467,"to",0.01947618
"home-based","business",0.3,"the",0.03346818,"to",0.01948405
"joanneh","was",0.3,"the",0.0336634,"to",0.0195977
"buckeyes","entered",0.3,"the",0.03345434,"to",0.01947599
"pruger","and",0.3,"the",0.03427161,"to",0.01995178
"kenji","ota",0.3,"the",0.03345237,"to",0.01947484
"ota","of",0.3,"the",0.03411819,"to",0.01986246
"newmark","grubb",0.3,"the",0.03345237,"to",0.01947484
"grubb","knight",0.3,"the",0.0334527,"to",0.01947503
"#kings","year",0.3,"the",0.03349324,"to",0.01949864
"temptu","is",0.3,"the",0.03383092,"to",0.01969522
"puroll","stumbled",0.3,"the",0.03345335,"to",0.01947542
"rendezvous","location",0.3,"the",0.03345731,"to",0.01947772
"smugglers","or",0.3,"the",0.03354911,"to",0.01953116
"lookout","post",0.3,"the",0.03345961,"to",0.01947906
"scouts","watch",0.3,"the",0.0334606,"to",0.01947964
"stove","and",0.3,"the",0.03427161,"to",0.01995178
"assailants","apparently",0.3,"the",0.03345698,"to",0.01947753
"22-caliber","pistol",0.3,"the",0.0334527,"to",0.01947503
"binoculars","and",0.3,"the",0.03427161,"to",0.01995178
"cellphone","linked",0.3,"the",0.03345335,"to",0.01947542
"charger","i",0.3,"the",0.03397734,"to",0.01978047
"eastwood","to",0.3,"the",0.03440934,"and",0.01721884
"trapped-in-amber","specimen",0.3,"the",0.03345237,"to",0.01947484
"specimen","of",0.3,"the",0.03411819,"to",0.01986246
"then-mayor","rudy",0.3,"the",0.03345237,"to",0.01947484
"rudy","giuliani",0.3,"the",0.0334527,"to",0.01947503
"alacrity","and",0.3,"the",0.03427161,"to",0.01995178
"fortitude","to",0.3,"the",0.03440934,"and",0.01721884
"rubble","left",0.3,"the",0.03346422,"to",0.01948174
"cassell","said",0.3,"the",0.03356037,"to",0.01953772
"top-line","numbers",0.3,"the",0.03345434,"to",0.01947599
"strengths","and",0.3,"the",0.03427161,"to",0.01995178
"electorate","jacqueline",0.3,"the",0.03345237,"to",0.01947484
"jacqueline","alexandre",0.3,"the",0.03345237,"to",0.01947484
"alexandre","rivera",0.3,"the",0.03345237,"to",0.01947484
"rivera","apparently",0.3,"the",0.03345698,"to",0.01947753
"sneaked","into",0.3,"the",0.03350182,"to",0.01950363
"21-year-old","ex-boyfriend's",0.3,"the",0.03345237,"to",0.01947484
"ex-boyfriend's","san",0.3,"the",0.03346027,"to",0.01947944
"mattress","ablaze",0.3,"the",0.03345237,"to",0.01947484
"ablaze","said",0.3,"the",0.03356037,"to",0.01953772
"wagstaffe","injecting",0.3,"the",0.03345237,"to",0.01947484
"injecting","a",0.3,"the",0.03426332,"to",0.01994695
"assigning","the",0.3,"to",0.02045203,"and",0.01757992
"levy","unlawful",0.3,"the",0.0334527,"to",0.01947503
"detainer","small",0.3,"the",0.03346455,"to",0.01948194
"summons","best",0.3,"the",0.03348136,"to",0.01949172
"one-on-one","w",0.3,"the",0.03346027,"to",0.01947944
"eval","advice",0.3,"the",0.033455,"to",0.01947638
"hospital-affiliate","gym",0.3,"the",0.03345335,"to",0.01947542
"12-day","thanksgiving",0.3,"the",0.03345401,"to",0.0194758
"skies","from",0.3,"the",0.03358225,"to",0.01955046
"busiest","single",0.3,"the",0.03346027,"to",0.01947944
"tactile","aesthetic",0.3,"the",0.03345237,"to",0.01947484
"aesthetic","it's",0.3,"the",0.03351305,"to",0.01951017
"mushy","stuff",0.3,"the",0.03345994,"to",0.01947925
"berners","lee",0.3,"the",0.03345533,"to",0.01947657
"weenies","y",0.3,"the",0.03345237,"to",0.01947484
"y","partake",0.3,"the",0.0334527,"to",0.01947503
"fiesta-ing","what's",0.3,"the",0.03346192,"to",0.0194804
"tshirt","getting",0.3,"the",0.03346884,"to",0.01948443
"goverance","we",0.3,"the",0.03360184,"to",0.01956186
"portland's","female",0.3,"the",0.03345335,"to",0.01947542
"anchors","one",0.3,"the",0.03354116,"to",0.01952654
"stations","former",0.3,"the",0.03345994,"to",0.01947925
"kgw","anchor",0.3,"the",0.03345303,"to",0.01947523
"troy","now",0.3,"the",0.03350512,"to",0.01950556
"koin","won",0.3,"the",0.03345928,"to",0.01947887
"wherewithall","to",0.3,"the",0.03440934,"and",0.01721884
"psyched","theres",0.3,"the",0.03345434,"to",0.01947599
"skates","always",0.3,"the",0.03347312,"to",0.01948692
"peters","stunned",0.3,"the",0.03345303,"to",0.01947523
"aa","intersectional",0.3,"the",0.03345237,"to",0.01947484
"intersectional","quarterfinals",0.3,"the",0.03345237,"to",0.01947484
"quarterfinals","moore",0.3,"the",0.03345303,"to",0.01947523
"csi","mccown",0.3,"the",0.0334527,"to",0.01947503
"monsignor","farrell",0.3,"the",0.03345237,"to",0.01947484
"farrell","and",0.3,"the",0.03427161,"to",0.01995178
"staten","island",0.3,"the",0.03345533,"to",0.01947657
"contenders","in",0.3,"the",0.03398278,"to",0.01978363
"full-volume","months",0.3,"the",0.03346027,"to",0.01947944
"goebel","said",0.3,"the",0.03356037,"to",0.01953772
"cruze","sales",0.3,"the",0.03345731,"to",0.01947772
"slowed","had",0.3,"the",0.0335266,"to",0.01951806
"cheikh","nodoye",0.3,"the",0.03345237,"to",0.01947484
"nodoye","group",0.3,"the",0.03346291,"to",0.01948098
"briggs","marcus",0.3,"the",0.0334527,"to",0.01947503
"crushing","this",0.3,"the",0.03363841,"to",0.01958315
"awash","in",0.3,"the",0.03398278,"to",0.01978363
"firearms","where",0.3,"the",0.03348466,"to",0.01949364
"modest","attempts",0.3,"the",0.03345368,"to",0.01947561
"regulate","or",0.3,"the",0.03354911,"to",0.01953116
"infringements","on",0.3,"the",0.03374059,"to",0.01964263
"amendment","rights",0.3,"the",0.03345665,"to",0.01947733
"sid's","story",0.3,"the",0.03346719,"to",0.01948347
"cutest","dog",0.3,"the",0.03345895,"to",0.01947868
"cattle","dog",0.3,"the",0.03345895,"to",0.01947868
"freckles","sid",0.3,"the",0.0334527,"to",0.01947503
"cuddly","and",0.3,"the",0.03427161,"to",0.01995178
"puppies","but",0.3,"the",0.03361679,"to",0.01957056
"leash","and",0.3,"the",0.03427161,"to",0.01995178
"actor-director","and",0.3,"the",0.03427161,"to",0.01995178
"irreconcilable","differences",0.3,"the",0.0334527,"to",0.01947503
"victoria","duffy",0.3,"the",0.03345237,"to",0.01947484
"duffy","nothing",0.3,"the",0.03346554,"to",0.01948251
"strippers","warning",0.3,"the",0.03345335,"to",0.01947542
"tantrums","if",0.3,"the",0.03354447,"to",0.01952846
"mediocre","and",0.3,"the",0.03427161,"to",0.01995178
"non-french","tourists",0.3,"the",0.03345237,"to",0.01947484
"tourists","plus",0.3,"the",0.03345599,"to",0.01947695
"sooth","the",0.3,"to",0.02045203,"and",0.01757992
"savage","snob",0.3,"the",0.0334527,"to",0.01947503
"ironies","of",0.3,"the",0.03411819,"to",0.01986246
"dramatically","after",0.3,"the",0.03348796,"to",0.01949556
"subsequent","gun",0.3,"the",0.03345335,"to",0.01947542
"antiquated","interpretation",0.3,"the",0.03345237,"to",0.01947484
"interpretation","of",0.3,"the",0.03411819,"to",0.01986246
"#cocoaconf","bunk",0.3,"the",0.03345237,"to",0.01947484
"bunk","down",0.3,"the",0.03348697,"to",0.01949499
"bungalow","doesn't",0.3,"the",0.03346192,"to",0.0194804
"alienate","independents",0.3,"the",0.0334527,"to",0.01947503
"deciding","close",0.3,"the",0.03345961,"to",0.01947906
"one-sided","about",0.3,"the",0.03356799,"to",0.01954215
"whod","been",0.3,"the",0.03350512,"to",0.01950556
"sn","playground",0.3,"the",0.0334527,"to",0.01947503
"home-school","diary",0.3,"the",0.03345237,"to",0.01947484
"diary","asking",0.3,"the",0.03345533,"to",0.01947657
"approachable","thursday",0.3,"the",0.03346027,"to",0.01947944
"formally","request",0.3,"the",0.03345401,"to",0.0194758
"sheilah","coley",0.3,"the",0.03345237,"to",0.01947484
"coley","will",0.3,"the",0.03355705,"to",0.01953579
"candy-coated","milk",0.3,"the",0.03345434,"to",0.01947599
"scrappers","and",0.3,"the",0.03427161,"to",0.01995178
"christie's","name",0.3,"the",0.03346323,"to",0.01948117
"bandied","about",0.3,"the",0.03356799,"to",0.01954215
"in-your-face","style",0.3,"the",0.03345566,"to",0.01947676
"trav","remember",0.3,"the",0.03346027,"to",0.01947944
"uw","love",0.3,"the",0.03350017,"to",0.01950267
"honed","his",0.3,"the",0.03355871,"to",0.01953675
"youngster","at",0.3,"the",0.03365107,"to",0.01959052
"vancouver","tennis",0.3,"the",0.03345335,"to",0.01947542
"rankings","andreasen's",0.3,"the",0.03345237,"to",0.01947484
"andreasen's","first",0.3,"the",0.0334906,"to",0.0194971
"12-under","sectionals",0.3,"the",0.03345237,"to",0.01947484
"sectionals","andreasen",0.3,"the",0.0334527,"to",0.01947503
"accomplishment","to",0.3,"the",0.03440934,"and",0.01721884
"sectional","18-under",0.3,"the",0.03345237,"to",0.01947484
"18-under","finals",0.3,"the",0.03345368,"to",0.01947561
"minimize","the",0.3,"to",0.02045203,"and",0.01757992
"uneasiness","to",0.3,"the",0.03440934,"and",0.01721884
"detroiters","may",0.3,"the",0.03347444,"to",0.01948769
"biking","in",0.3,"the",0.03398278,"to",0.01978363
"barely","discernible",0.3,"the",0.03345237,"to",0.01947484
"discernible","trail",0.3,"the",0.03345368,"to",0.01947561
"hiking-supply","store",0.3,"the",0.03345928,"to",0.01947887
"highland","hiker",0.3,"the",0.03345237,"to",0.01947484
"hiker","they",0.3,"the",0.03356434,"to",0.01954003
"pretends","to",0.3,"the",0.03440934,"and",0.01721884
"#celtic","just",0.3,"the",0.03354778,"to",0.01953039
"yuri","loses",0.3,"the",0.0334527,"to",0.01947503
"judgement","on",0.3,"the",0.03374059,"to",0.01964263
"crapper","with",0.3,"the",0.03369577,"to",0.01961654
"gosling","and",0.3,"the",0.03427161,"to",0.01995178
"cleared","my",0.3,"the",0.03361646,"to",0.01957037
"prequel","to",0.3,"the",0.03440934,"and",0.01721884
"#liverpool","wants",0.3,"the",0.03345731,"to",0.01947772
"hussein","obama",0.3,"the",0.03345698,"to",0.01947753
"skillet","heat",0.3,"the",0.03345533,"to",0.01947657
"olive","oil",0.3,"the",0.03345764,"to",0.01947791
"medium-high","heat",0.3,"the",0.03345533,"to",0.01947657
"clinics","an",0.3,"the",0.03354745,"to",0.0195302
"#mentionto","your",0.3,"the",0.03356633,"to",0.01954119
"twisterz","toys",0.3,"the",0.03345237,"to",0.01947484
"toys","available",0.3,"the",0.03345862,"to",0.01947848
"meow","is",0.3,"the",0.03383092,"to",0.01969522
"laughs","gerd",0.3,"the",0.03345237,"to",0.01947484
"gerd","gastroesomethingidon'tfeellikespellingout",0.3,"the",0.03345237,"to",0.01947484
"gastroesomethingidon'tfeellikespellingout","reflux",0.3,"the",0.03345368,"to",0.01947561
"honorary","doctorate",0.3,"the",0.03345237,"to",0.01947484
"doctorate","at",0.3,"the",0.03365107,"to",0.01959052
"promptly","threw",0.3,"the",0.033455,"to",0.01947638
"esophagus","is",0.3,"the",0.03383092,"to",0.01969522
"inflammed","meaning",0.3,"the",0.03345467,"to",0.01947618
"spewing","it",0.3,"the",0.03376304,"to",0.01965571
"swallows","it",0.3,"the",0.03376304,"to",0.01965571
"acid","to",0.3,"the",0.03440934,"and",0.01721884
"puke","stains",0.3,"the",0.03345237,"to",0.01947484
"stains","on",0.3,"the",0.03374059,"to",0.01964263
"administrative","assistant",0.3,"the",0.03345335,"to",0.01947542
"horrible","decision",0.3,"the",0.03345731,"to",0.01947772
"fran","not",0.3,"the",0.0336025,"to",0.01956225
"youths","were",0.3,"the",0.03351735,"to",0.01951267
"unprecedented","opportunity",0.3,"the",0.03345632,"to",0.01947714
"posh","building",0.3,"the",0.03345895,"to",0.01947868
"imminent","danger",0.3,"the",0.0334527,"to",0.01947503
"debacle","of",0.3,"the",0.03411819,"to",0.01986246
"norwegian","engineering",0.3,"the",0.03345467,"to",0.01947618
"bolt","the",0.3,"to",0.02045203,"and",0.01757992
"utter","pain",0.3,"the",0.03345665,"to",0.01947733
"comms","pr",0.3,"the",0.03345434,"to",0.01947599
"mkting","people",0.3,"the",0.03350975,"to",0.01950825
"pipeline","true",0.3,"the",0.03345961,"to",0.01947906
"owning","an",0.3,"the",0.03354745,"to",0.0195302
"trade-in","value",0.3,"the",0.03345665,"to",0.01947733
"flew","it",0.3,"the",0.03376304,"to",0.01965571
"britney","spears",0.3,"the",0.03345237,"to",0.01947484
"spears","and",0.3,"the",0.03427161,"to",0.01995178
"demi","lovato",0.3,"the",0.03345237,"to",0.01947484
"lovato","are",0.3,"the",0.03362777,"to",0.01957695
"twittersphere","feeling",0.3,"the",0.03345928,"to",0.01947887
"#memberpride","today",0.3,"the",0.03348499,"to",0.01949384
"felicia","day",0.3,"the",0.03351537,"to",0.01951152
"walkers","is",0.3,"the",0.03383092,"to",0.01969522
"cares","snap",0.3,"the",0.03345368,"to",0.01947561
"tauni","and",0.3,"the",0.03427161,"to",0.01995178
"amazingly","talented",0.3,"the",0.03345368,"to",0.01947561
"outdid","themselves",0.3,"the",0.03345829,"to",0.01947829
"educated","and",0.3,"the",0.03427161,"to",0.01995178
"zyl-roux","said",0.3,"the",0.03356037,"to",0.01953772
"permits","were",0.3,"the",0.03351735,"to",0.01951267
"nine-member","financial",0.3,"the",0.03345797,"to",0.0194781
"hajna","told",0.3,"the",0.0334662,"to",0.0194829
"asbury","park",0.3,"the",0.03346258,"to",0.01948079
"adequate","representation",0.3,"the",0.03345303,"to",0.01947523
"engineered","to",0.3,"the",0.03440934,"and",0.01721884
"crafted","for",0.3,"the",0.03381544,"to",0.01968621
"supported","by",0.3,"the",0.03354778,"to",0.01953039
"appointee","votes",0.3,"the",0.03345335,"to",0.01947542
"protege","has",0.3,"the",0.03353289,"to",0.01952172
"fortify","your",0.3,"the",0.03356633,"to",0.01954119
"lust","quest",0.3,"the",0.0334527,"to",0.01947503
"dimensions","of",0.3,"the",0.03411819,"to",0.01986246
"separate","sheet",0.3,"the",0.03345368,"to",0.01947561
"stitching","instructions",0.3,"the",0.03345335,"to",0.01947542
"suitable","for",0.3,"the",0.03381544,"to",0.01968621
"upwards","in",0.3,"the",0.03398278,"to",0.01978363
"verse","goes",0.3,"the",0.03346291,"to",0.01948098
"shiiiiit","haha",0.3,"the",0.03346389,"to",0.01948155
"carla","came",0.3,"the",0.03346323,"to",0.01948117
"tedd's","just",0.3,"the",0.03354778,"to",0.01953039
"chili","represents",0.3,"the",0.03345303,"to",0.01947523
"ping-ans","forces",0.3,"the",0.03345368,"to",0.01947561
"relentless","onslaught",0.3,"the",0.03345237,"to",0.01947484
"onslaught","of",0.3,"the",0.03411819,"to",0.01986246
"pacification","fleet",0.3,"the",0.0334527,"to",0.01947503
"defence","for",0.3,"the",0.03381544,"to",0.01968621
"inhabitants","of",0.3,"the",0.03411819,"to",0.01986246
"helpless","hannahs",0.3,"the",0.03345237,"to",0.01947484
"hannahs","world",0.3,"the",0.03347279,"to",0.01948673
"theology's","purpose",0.3,"the",0.033455,"to",0.01947638
